Country,Commodity,Measure,Unit of measure,Year,Value
Russia,Cottonseed,Production,Tonnes,2028,0.0354
Russia,Cottonseed,Area harvested,Hectares,2028,0.02
Russia,Wheat,Production,Tonnes,2028,89041.4752
Russia,Wheat,Exports,Tonnes,2028,46957.0772
Russia,Wheat,Area harvested,Hectares,2028,30070.4168
Russia,Cottonseed,Exports,Tonnes,2028,1.01
Russia,Roots and tubers,Exports,Tonnes,2029,19.3956
Russia,Roots and tubers,Area harvested,Hectares,2029,1716.0695
Russia,Roots and tubers,Production,Tonnes,2029,7276.8547
Russia,Cottonseed,Production,Tonnes,2029,0.0354
Russia,Cottonseed,Area harvested,Hectares,2029,0.02
Russia,Wheat,Production,Tonnes,2029,90105.0991
Russia,Wheat,Area harvested,Hectares,2029,30170.4235
Russia,Cottonseed,Exports,Tonnes,2029,1.01
Russia,Wheat,Exports,Tonnes,2029,47562.0362
Russia,Roots and tubers,Exports,Tonnes,2030,19.741
Russia,Roots and tubers,Area harvested,Hectares,2030,1711.2789
Russia,Roots and tubers,Production,Tonnes,2030,7315.0413
Russia,Cottonseed,Production,Tonnes,2030,0.0354
Russia,Cottonseed,Area harvested,Hectares,2030,0.02
Russia,Wheat,Production,Tonnes,2030,91102.6761
Russia,Wheat,Exports,Tonnes,2030,48160.9238
Russia,Wheat,Area harvested,Hectares,2030,30257.5874
Russia,Cottonseed,Exports,Tonnes,2030,1.01
Saudi Arabia,Roots and tubers,Exports,Tonnes,2015,6.9351
Saudi Arabia,Cottonseed,Area harvested,Hectares,2015,0.0001
Saudi Arabia,Roots and tubers,Area harvested,Hectares,2015,17.622
Saudi Arabia,Cottonseed,Exports,Tonnes,2015,0.0001
Saudi Arabia,Wheat,Production,Tonnes,2015,10
Saudi Arabia,Roots and tubers,Production,Tonnes,2015,80.2806
Saudi Arabia,Wheat,Area harvested,Hectares,2015,2
Saudi Arabia,Wheat,Exports,Tonnes,2015,0.0001
Saudi Arabia,Cottonseed,Production,Tonnes,2015,0.0001
Saudi Arabia,Roots and tubers,Exports,Tonnes,2016,7.1431
Saudi Arabia,Cottonseed,Area harvested,Hectares,2016,0.0001
Saudi Arabia,Roots and tubers,Area harvested,Hectares,2016,18.18
Saudi Arabia,Cottonseed,Exports,Tonnes,2016,0.0001
Saudi Arabia,Wheat,Production,Tonnes,2016,10
Saudi Arabia,Roots and tubers,Production,Tonnes,2016,79.8382
Saudi Arabia,Wheat,Area harvested,Hectares,2016,2
Saudi Arabia,Wheat,Exports,Tonnes,2016,0.0001
Saudi Arabia,Cottonseed,Production,Tonnes,2016,0.0001
Saudi Arabia,Roots and tubers,Exports,Tonnes,2017,7.3574
Saudi Arabia,Cottonseed,Area harvested,Hectares,2017,0.0001
Saudi Arabia,Roots and tubers,Area harvested,Hectares,2017,18.755
Saudi Arabia,Cottonseed,Exports,Tonnes,2017,0.0001
Saudi Arabia,Wheat,Production,Tonnes,2017,10
Saudi Arabia,Roots and tubers,Production,Tonnes,2017,79.3577
Saudi Arabia,Wheat,Area harvested,Hectares,2017,2
Saudi Arabia,Wheat,Exports,Tonnes,2017,0.0001
Saudi Arabia,Cottonseed,Production,Tonnes,2017,0.0001
Saudi Arabia,Roots and tubers,Exports,Tonnes,2018,7.5782
Saudi Arabia,Cottonseed,Area harvested,Hectares,2018,0.0001
Saudi Arabia,Roots and tubers,Area harvested,Hectares,2018,19.149
Saudi Arabia,Cottonseed,Exports,Tonnes,2018,0.0001
Saudi Arabia,Wheat,Production,Tonnes,2018,586.4
Saudi Arabia,Roots and tubers,Production,Tonnes,2018,78.8391
Saudi Arabia,Wheat,Area harvested,Hectares,2018,89.75
Saudi Arabia,Wheat,Exports,Tonnes,2018,0.0001
Saudi Arabia,Cottonseed,Production,Tonnes,2018,0.0001
Saudi Arabia,Roots and tubers,Exports,Tonnes,2019,7.8055
Saudi Arabia,Cottonseed,Area harvested,Hectares,2019,0.0001
Saudi Arabia,Roots and tubers,Area harvested,Hectares,2019,19.7235
Saudi Arabia,Cottonseed,Exports,Tonnes,2019,0.0001
Saudi Arabia,Wheat,Production,Tonnes,2019,200
Saudi Arabia,Roots and tubers,Production,Tonnes,2019,78.2824
Saudi Arabia,Wheat,Area harvested,Hectares,2019,110
Saudi Arabia,Wheat,Exports,Tonnes,2019,0.0001
Saudi Arabia,Cottonseed,Production,Tonnes,2019,0.0001
Saudi Arabia,Roots and tubers,Exports,Tonnes,2020,8.0397
Saudi Arabia,Cottonseed,Area harvested,Hectares,2020,0.0001
Saudi Arabia,Roots and tubers,Area harvested,Hectares,2020,20.3152
Saudi Arabia,Cottonseed,Exports,Tonnes,2020,0.0001
Saudi Arabia,Wheat,Production,Tonnes,2020,500
Saudi Arabia,Roots and tubers,Production,Tonnes,2020,77.6883
Saudi Arabia,Wheat,Area harvested,Hectares,2020,99
Saudi Arabia,Wheat,Exports,Tonnes,2020,0.0001
Saudi Arabia,Cottonseed,Production,Tonnes,2020,0.0001
Saudi Arabia,Roots and tubers,Exports,Tonnes,2021,7.5218
Saudi Arabia,Cottonseed,Area harvested,Hectares,2021,0.0001
Saudi Arabia,Roots and tubers,Area harvested,Hectares,2021,18.1129
Saudi Arabia,Cottonseed,Exports,Tonnes,2021,0.0001
Saudi Arabia,Wheat,Production,Tonnes,2021,327.3281
Saudi Arabia,Roots and tubers,Production,Tonnes,2021,74.1997
Saudi Arabia,Wheat,Area harvested,Hectares,2021,80.9771
Saudi Arabia,Wheat,Exports,Tonnes,2021,0.0001
Saudi Arabia,Cottonseed,Production,Tonnes,2021,0.0001
Saudi Arabia,Roots and tubers,Exports,Tonnes,2022,7.1959
Saudi Arabia,Cottonseed,Area harvested,Hectares,2022,0.0001
Saudi Arabia,Roots and tubers,Area harvested,Hectares,2022,17.6167
Saudi Arabia,Cottonseed,Exports,Tonnes,2022,0.0001
Saudi Arabia,Wheat,Production,Tonnes,2022,327.5787
Saudi Arabia,Roots and tubers,Production,Tonnes,2022,73.1397
Saudi Arabia,Wheat,Area harvested,Hectares,2022,80.085
Saudi Arabia,Wheat,Exports,Tonnes,2022,0.0001
Saudi Arabia,Cottonseed,Production,Tonnes,2022,0.0001
Saudi Arabia,Roots and tubers,Exports,Tonnes,2023,6.7229
Saudi Arabia,Cottonseed,Area harvested,Hectares,2023,0.0001
Saudi Arabia,Roots and tubers,Area harvested,Hectares,2023,16.1443
Saudi Arabia,Cottonseed,Exports,Tonnes,2023,0.0001
Saudi Arabia,Wheat,Production,Tonnes,2023,286.5969
Saudi Arabia,Roots and tubers,Production,Tonnes,2023,68.2605
Saudi Arabia,Wheat,Area harvested,Hectares,2023,69.1004
Saudi Arabia,Wheat,Exports,Tonnes,2023,0.0001
Saudi Arabia,Cottonseed,Production,Tonnes,2023,0.0001
Saudi Arabia,Roots and tubers,Exports,Tonnes,2024,6.3669
Saudi Arabia,Cottonseed,Area harvested,Hectares,2024,0.0001
Saudi Arabia,Roots and tubers,Area harvested,Hectares,2024,15.095
Saudi Arabia,Cottonseed,Exports,Tonnes,2024,0.0001
Saudi Arabia,Wheat,Production,Tonnes,2024,262.9974
Saudi Arabia,Roots and tubers,Production,Tonnes,2024,64.872
Saudi Arabia,Wheat,Area harvested,Hectares,2024,62.4474
Saudi Arabia,Wheat,Exports,Tonnes,2024,0.0001
Saudi Arabia,Cottonseed,Production,Tonnes,2024,0.0001
Saudi Arabia,Roots and tubers,Exports,Tonnes,2025,6.0911
Saudi Arabia,Cottonseed,Area harvested,Hectares,2025,0.0001
Saudi Arabia,Roots and tubers,Area harvested,Hectares,2025,14.3388
Saudi Arabia,Cottonseed,Exports,Tonnes,2025,0.0001
Saudi Arabia,Wheat,Production,Tonnes,2025,244.3627
Saudi Arabia,Roots and tubers,Production,Tonnes,2025,62.6224
Saudi Arabia,Wheat,Area harvested,Hectares,2025,57.1848
Saudi Arabia,Wheat,Exports,Tonnes,2025,0.0001
Saudi Arabia,Cottonseed,Production,Tonnes,2025,0.0001
Saudi Arabia,Roots and tubers,Exports,Tonnes,2026,5.9023
Saudi Arabia,Cottonseed,Area harvested,Hectares,2026,0.0001
Saudi Arabia,Roots and tubers,Area harvested,Hectares,2026,14.0521
Saudi Arabia,Cottonseed,Exports,Tonnes,2026,0.0001
Saudi Arabia,Wheat,Production,Tonnes,2026,240.9971
Saudi Arabia,Roots and tubers,Production,Tonnes,2026,62.3783
Saudi Arabia,Wheat,Area harvested,Hectares,2026,55.5143
Saudi Arabia,Wheat,Exports,Tonnes,2026,0.0001
Saudi Arabia,Cottonseed,Production,Tonnes,2026,0.0001
Saudi Arabia,Roots and tubers,Exports,Tonnes,2027,5.7623
Saudi Arabia,Cottonseed,Area harvested,Hectares,2027,0.0001
Saudi Arabia,Roots and tubers,Area harvested,Hectares,2027,14.0065
Saudi Arabia,Cottonseed,Exports,Tonnes,2027,0.0001
Saudi Arabia,Wheat,Production,Tonnes,2027,244.7698
Saudi Arabia,Roots and tubers,Production,Tonnes,2027,63.0981
Saudi Arabia,Wheat,Area harvested,Hectares,2027,55.5258
Saudi Arabia,Wheat,Exports,Tonnes,2027,0.0001
Saudi Arabia,Cottonseed,Production,Tonnes,2027,0.0001
Saudi Arabia,Roots and tubers,Exports,Tonnes,2028,5.655
Saudi Arabia,Cottonseed,Area harvested,Hectares,2028,0.0001
Saudi Arabia,Roots and tubers,Area harvested,Hectares,2028,14.1356
Saudi Arabia,Cottonseed,Exports,Tonnes,2028,0.0001
Saudi Arabia,Wheat,Production,Tonnes,2028,253.6133
Saudi Arabia,Roots and tubers,Production,Tonnes,2028,64.6553
Saudi Arabia,Wheat,Area harvested,Hectares,2028,56.673
Saudi Arabia,Wheat,Exports,Tonnes,2028,0.0001
Saudi Arabia,Cottonseed,Production,Tonnes,2028,0.0001
Saudi Arabia,Roots and tubers,Exports,Tonnes,2029,5.5756
Saudi Arabia,Cottonseed,Area harvested,Hectares,2029,0.0001
Saudi Arabia,Roots and tubers,Area harvested,Hectares,2029,14.4031
Saudi Arabia,Cottonseed,Exports,Tonnes,2029,0.0001
Saudi Arabia,Wheat,Production,Tonnes,2029,267.0151
Saudi Arabia,Roots and tubers,Production,Tonnes,2029,66.8617
Saudi Arabia,Wheat,Area harvested,Hectares,2029,58.7761
Saudi Arabia,Wheat,Exports,Tonnes,2029,0.0001
Saudi Arabia,Cottonseed,Production,Tonnes,2029,0.0001
Saudi Arabia,Roots and tubers,Exports,Tonnes,2030,5.5118
Saudi Arabia,Cottonseed,Area harvested,Hectares,2030,0.0001
Saudi Arabia,Roots and tubers,Area harvested,Hectares,2030,14.7558
Saudi Arabia,Cottonseed,Exports,Tonnes,2030,0.0001
Saudi Arabia,Wheat,Production,Tonnes,2030,283.0992
Saudi Arabia,Roots and tubers,Production,Tonnes,2030,69.5456
Saudi Arabia,Wheat,Area harvested,Hectares,2030,61.4064
Saudi Arabia,Wheat,Exports,Tonnes,2030,0.0001
Saudi Arabia,Cottonseed,Production,Tonnes,2030,0.0001
South Africa,Cottonseed,Exports,Tonnes,2015,13.955
South Africa,Wheat,Production,Tonnes,2015,1449
South Africa,Roots and tubers,Area harvested,Hectares,2015,91.929
South Africa,Wheat,Exports,Tonnes,2015,68.986
South Africa,Wheat,Area harvested,Hectares,2015,482.15
South Africa,Cottonseed,Production,Tonnes,2015,10.12
South Africa,Roots and tubers,Production,Tonnes,2015,466.2221
South Africa,Roots and tubers,Exports,Tonnes,2015,31.9038
South Africa,Cottonseed,Area harvested,Hectares,2015,8.353
South Africa,Cottonseed,Exports,Tonnes,2016,8.661
South Africa,Wheat,Production,Tonnes,2016,1910
South Africa,Roots and tubers,Area harvested,Hectares,2016,81.491
South Africa,Wheat,Exports,Tonnes,2016,104.9779
South Africa,Wheat,Area harvested,Hectares,2016,508.365
South Africa,Cottonseed,Production,Tonnes,2016,16.021
South Africa,Roots and tubers,Production,Tonnes,2016,473.6568
South Africa,Roots and tubers,Exports,Tonnes,2016,33.0345
South Africa,Cottonseed,Area harvested,Hectares,2016,17.841
South Africa,Cottonseed,Exports,Tonnes,2017,7.8
South Africa,Wheat,Production,Tonnes,2017,1535
South Africa,Roots and tubers,Area harvested,Hectares,2017,94.388
South Africa,Wheat,Exports,Tonnes,2017,112.9746
South Africa,Wheat,Area harvested,Hectares,2017,505
South Africa,Cottonseed,Production,Tonnes,2017,37.95
South Africa,Roots and tubers,Production,Tonnes,2017,481.2101
South Africa,Roots and tubers,Exports,Tonnes,2017,34.179
South Africa,Cottonseed,Area harvested,Hectares,2017,33.628
South Africa,Cottonseed,Exports,Tonnes,2018,31.056
South Africa,Wheat,Production,Tonnes,2018,1868
South Africa,Roots and tubers,Area harvested,Hectares,2018,98.825
South Africa,Wheat,Exports,Tonnes,2018,106.9761
South Africa,Wheat,Area harvested,Hectares,2018,503.35
South Africa,Cottonseed,Production,Tonnes,2018,43.8686
South Africa,Roots and tubers,Production,Tonnes,2018,488.8838
South Africa,Roots and tubers,Exports,Tonnes,2018,35.4264
South Africa,Cottonseed,Area harvested,Hectares,2018,38.785
South Africa,Cottonseed,Exports,Tonnes,2019,35.401
South Africa,Wheat,Production,Tonnes,2019,1535
South Africa,Roots and tubers,Area harvested,Hectares,2019,101.7898
South Africa,Wheat,Exports,Tonnes,2019,81.3822
South Africa,Wheat,Area harvested,Hectares,2019,540
South Africa,Cottonseed,Production,Tonnes,2019,27.061
South Africa,Roots and tubers,Production,Tonnes,2019,496.6798
South Africa,Roots and tubers,Exports,Tonnes,2019,36.7818
South Africa,Cottonseed,Area harvested,Hectares,2019,28.351
South Africa,Cottonseed,Exports,Tonnes,2020,35.401
South Africa,Wheat,Production,Tonnes,2020,2147.9
South Africa,Roots and tubers,Area harvested,Hectares,2020,104.8434
South Africa,Wheat,Exports,Tonnes,2020,79.9836
South Africa,Wheat,Area harvested,Hectares,2020,509.8
South Africa,Cottonseed,Production,Tonnes,2020,28.1345
South Africa,Roots and tubers,Production,Tonnes,2020,504.6002
South Africa,Roots and tubers,Exports,Tonnes,2020,38.2525
South Africa,Cottonseed,Area harvested,Hectares,2020,28.0675
South Africa,Cottonseed,Exports,Tonnes,2021,27.1695
South Africa,Wheat,Production,Tonnes,2021,2079.5092
South Africa,Roots and tubers,Area harvested,Hectares,2021,105.887
South Africa,Wheat,Exports,Tonnes,2021,58.7682
South Africa,Wheat,Area harvested,Hectares,2021,565.2626
South Africa,Cottonseed,Production,Tonnes,2021,29.6748
South Africa,Roots and tubers,Production,Tonnes,2021,535.8438
South Africa,Roots and tubers,Exports,Tonnes,2021,49.9215
South Africa,Cottonseed,Area harvested,Hectares,2021,28.1176
South Africa,Cottonseed,Exports,Tonnes,2022,27.1076
South Africa,Wheat,Production,Tonnes,2022,2022.678
South Africa,Roots and tubers,Area harvested,Hectares,2022,105.9229
South Africa,Wheat,Exports,Tonnes,2022,33.0757
South Africa,Wheat,Area harvested,Hectares,2022,543.7259
South Africa,Cottonseed,Production,Tonnes,2022,30.0299
South Africa,Roots and tubers,Production,Tonnes,2022,540.9109
South Africa,Roots and tubers,Exports,Tonnes,2022,48.1598
South Africa,Cottonseed,Area harvested,Hectares,2022,28.1822
South Africa,Cottonseed,Exports,Tonnes,2023,27.3163
South Africa,Wheat,Production,Tonnes,2023,1963.3486
South Africa,Roots and tubers,Area harvested,Hectares,2023,105.7842
South Africa,Wheat,Exports,Tonnes,2023,35.6919
South Africa,Wheat,Area harvested,Hectares,2023,519.7788
South Africa,Cottonseed,Production,Tonnes,2023,30.5616
South Africa,Roots and tubers,Production,Tonnes,2023,548.8596
South Africa,Roots and tubers,Exports,Tonnes,2023,49.2636
South Africa,Cottonseed,Area harvested,Hectares,2023,28.1889
South Africa,Cottonseed,Exports,Tonnes,2024,27.3942
South Africa,Wheat,Production,Tonnes,2024,1926.7071
South Africa,Roots and tubers,Area harvested,Hectares,2024,105.3779
South Africa,Wheat,Exports,Tonnes,2024,33.116
South Africa,Wheat,Area harvested,Hectares,2024,503.0457
South Africa,Cottonseed,Production,Tonnes,2024,30.9635
South Africa,Roots and tubers,Production,Tonnes,2024,555.1386
South Africa,Roots and tubers,Exports,Tonnes,2024,49.0183
South Africa,Cottonseed,Area harvested,Hectares,2024,28.1577
South Africa,Cottonseed,Area harvested,Hectares,2025,28.1373
South Africa,Cottonseed,Exports,Tonnes,2025,27.4751
South Africa,Wheat,Production,Tonnes,2025,1858.4026
South Africa,Roots and tubers,Area harvested,Hectares,2025,104.8605
South Africa,Wheat,Exports,Tonnes,2025,42.8382
South Africa,Wheat,Area harvested,Hectares,2025,478.7199
South Africa,Cottonseed,Production,Tonnes,2025,31.3764
South Africa,Roots and tubers,Production,Tonnes,2025,560.8719
South Africa,Roots and tubers,Exports,Tonnes,2025,48.4566
South Africa,Cottonseed,Exports,Tonnes,2026,27.5705
South Africa,Wheat,Production,Tonnes,2026,1804.1078
South Africa,Roots and tubers,Area harvested,Hectares,2026,104.3891
South Africa,Wheat,Exports,Tonnes,2026,50.3339
South Africa,Wheat,Area harvested,Hectares,2026,458.2809
South Africa,Cottonseed,Production,Tonnes,2026,31.8032
South Africa,Roots and tubers,Production,Tonnes,2026,567.2062
South Africa,Roots and tubers,Exports,Tonnes,2026,47.5454
South Africa,Cottonseed,Area harvested,Hectares,2026,28.1163
South Africa,Cottonseed,Exports,Tonnes,2027,27.7018
South Africa,Wheat,Production,Tonnes,2027,1749.218
South Africa,Roots and tubers,Area harvested,Hectares,2027,103.7601
South Africa,Wheat,Exports,Tonnes,2027,55.3833
South Africa,Wheat,Area harvested,Hectares,2027,438.1772
South Africa,Cottonseed,Production,Tonnes,2027,32.2646
South Africa,Roots and tubers,Production,Tonnes,2027,571.9392
South Africa,Roots and tubers,Exports,Tonnes,2027,46.1652
South Africa,Cottonseed,Area harvested,Hectares,2027,28.1182
South Africa,Cottonseed,Exports,Tonnes,2028,27.8704
South Africa,Wheat,Production,Tonnes,2028,1676.7905
South Africa,Roots and tubers,Area harvested,Hectares,2028,103.0481
South Africa,Wheat,Exports,Tonnes,2028,60.5816
South Africa,Wheat,Area harvested,Hectares,2028,414.2102
South Africa,Cottonseed,Production,Tonnes,2028,32.7635
South Africa,Roots and tubers,Production,Tonnes,2028,576.5675
South Africa,Roots and tubers,Exports,Tonnes,2028,44.6637
South Africa,Cottonseed,Area harvested,Hectares,2028,28.1429
South Africa,Cottonseed,Exports,Tonnes,2029,28.084
South Africa,Wheat,Production,Tonnes,2029,1597.2289
South Africa,Roots and tubers,Area harvested,Hectares,2029,102.2485
South Africa,Wheat,Exports,Tonnes,2029,63.055
South Africa,Wheat,Area harvested,Hectares,2029,389.0523
South Africa,Cottonseed,Production,Tonnes,2029,33.3138
South Africa,Roots and tubers,Production,Tonnes,2029,580.5381
South Africa,Roots and tubers,Exports,Tonnes,2029,43.1683
South Africa,Cottonseed,Area harvested,Hectares,2029,28.2005
South Africa,Cottonseed,Exports,Tonnes,2030,28.3295
South Africa,Wheat,Production,Tonnes,2030,1511.0198
South Africa,Roots and tubers,Area harvested,Hectares,2030,101.3899
South Africa,Wheat,Exports,Tonnes,2030,64.9415
South Africa,Wheat,Area harvested,Hectares,2030,362.9032
South Africa,Cottonseed,Production,Tonnes,2030,33.901
South Africa,Roots and tubers,Production,Tonnes,2030,584.4047
South Africa,Roots and tubers,Exports,Tonnes,2030,41.5073
South Africa,Cottonseed,Area harvested,Hectares,2030,28.2787
Switzerland,Roots and tubers,Production,Tonnes,2015,77.7638
Switzerland,Cottonseed,Exports,Tonnes,2015,0.095
Switzerland,Wheat,Area harvested,Hectares,2015,82.3115
Switzerland,Wheat,Exports,Tonnes,2015,101.9182
Switzerland,Wheat,Production,Tonnes,2015,523.1668
Switzerland,Cottonseed,Area harvested,Hectares,2015,0
Switzerland,Roots and tubers,Exports,Tonnes,2015,0.9941
Switzerland,Roots and tubers,Area harvested,Hectares,2015,10.8913
Switzerland,Cottonseed,Production,Tonnes,2015,0
Switzerland,Roots and tubers,Production,Tonnes,2016,75.2058
Switzerland,Wheat,Area harvested,Hectares,2016,83.7195
Switzerland,Wheat,Exports,Tonnes,2016,109.4319
Switzerland,Wheat,Production,Tonnes,2016,382.6891
Switzerland,Cottonseed,Area harvested,Hectares,2016,0
Switzerland,Roots and tubers,Exports,Tonnes,2016,1.0239
Switzerland,Roots and tubers,Area harvested,Hectares,2016,10.9952
Switzerland,Cottonseed,Production,Tonnes,2016,0
Switzerland,Cottonseed,Exports,Tonnes,2016,0.354
Switzerland,Roots and tubers,Production,Tonnes,2017,92.2376
Switzerland,Cottonseed,Exports,Tonnes,2017,0.354
Switzerland,Wheat,Area harvested,Hectares,2017,81.9179
Switzerland,Wheat,Exports,Tonnes,2017,103.4538
Switzerland,Wheat,Production,Tonnes,2017,524.6938
Switzerland,Cottonseed,Area harvested,Hectares,2017,0
Switzerland,Roots and tubers,Exports,Tonnes,2017,1.0546
Switzerland,Roots and tubers,Area harvested,Hectares,2017,11.2763
Switzerland,Cottonseed,Production,Tonnes,2017,0
Switzerland,Roots and tubers,Production,Tonnes,2018,89.52
Switzerland,Cottonseed,Exports,Tonnes,2018,0.354
Switzerland,Wheat,Area harvested,Hectares,2018,82.3244
Switzerland,Wheat,Exports,Tonnes,2018,112.7185
Switzerland,Wheat,Production,Tonnes,2018,490.826
Switzerland,Cottonseed,Area harvested,Hectares,2018,0
Switzerland,Roots and tubers,Exports,Tonnes,2018,1.0862
Switzerland,Roots and tubers,Area harvested,Hectares,2018,11.1067
Switzerland,Cottonseed,Production,Tonnes,2018,0
Switzerland,Roots and tubers,Production,Tonnes,2019,81.5536
Switzerland,Cottonseed,Exports,Tonnes,2019,0.354
Switzerland,Wheat,Area harvested,Hectares,2019,80.334
Switzerland,Wheat,Exports,Tonnes,2019,112.7185
Switzerland,Wheat,Production,Tonnes,2019,456.0219
Switzerland,Cottonseed,Area harvested,Hectares,2019,0
Switzerland,Roots and tubers,Exports,Tonnes,2019,1.1188
Switzerland,Roots and tubers,Area harvested,Hectares,2019,10.981
Switzerland,Cottonseed,Production,Tonnes,2019,0
Switzerland,Roots and tubers,Production,Tonnes,2020,81.7983
Switzerland,Cottonseed,Exports,Tonnes,2020,0.354
Switzerland,Wheat,Area harvested,Hectares,2020,81.865
Switzerland,Wheat,Exports,Tonnes,2020,112.7185
Switzerland,Wheat,Production,Tonnes,2020,445.9895
Switzerland,Cottonseed,Area harvested,Hectares,2020,0
Switzerland,Roots and tubers,Exports,Tonnes,2020,1.1524
Switzerland,Roots and tubers,Area harvested,Hectares,2020,10.981
Switzerland,Cottonseed,Production,Tonnes,2020,0
Switzerland,Roots and tubers,Production,Tonnes,2021,84.672
Switzerland,Cottonseed,Exports,Tonnes,2021,0.354
Switzerland,Wheat,Area harvested,Hectares,2021,81.7974
Switzerland,Wheat,Exports,Tonnes,2021,111.8738
Switzerland,Wheat,Production,Tonnes,2021,493.7914
Switzerland,Cottonseed,Area harvested,Hectares,2021,0
Switzerland,Roots and tubers,Exports,Tonnes,2021,1.1766
Switzerland,Roots and tubers,Area harvested,Hectares,2021,11.1331
Switzerland,Cottonseed,Production,Tonnes,2021,0
Switzerland,Roots and tubers,Production,Tonnes,2022,87.5458
Switzerland,Cottonseed,Exports,Tonnes,2022,0.354
Switzerland,Wheat,Area harvested,Hectares,2022,81.4847
Switzerland,Wheat,Exports,Tonnes,2022,113.2849
Switzerland,Wheat,Production,Tonnes,2022,493.5638
Switzerland,Cottonseed,Area harvested,Hectares,2022,0
Switzerland,Roots and tubers,Exports,Tonnes,2022,1.1416
Switzerland,Roots and tubers,Area harvested,Hectares,2022,11.2982
Switzerland,Cottonseed,Production,Tonnes,2022,0
Switzerland,Roots and tubers,Production,Tonnes,2023,90.4196
Switzerland,Cottonseed,Exports,Tonnes,2023,0.354
Switzerland,Wheat,Area harvested,Hectares,2023,81.2402
Switzerland,Wheat,Exports,Tonnes,2023,113.9055
Switzerland,Wheat,Production,Tonnes,2023,494.4033
Switzerland,Cottonseed,Area harvested,Hectares,2023,0
Switzerland,Roots and tubers,Exports,Tonnes,2023,1.1488
Switzerland,Roots and tubers,Area harvested,Hectares,2023,11.4356
Switzerland,Cottonseed,Production,Tonnes,2023,0
Switzerland,Roots and tubers,Production,Tonnes,2024,90.6909
Switzerland,Cottonseed,Exports,Tonnes,2024,0.354
Switzerland,Wheat,Area harvested,Hectares,2024,80.9697
Switzerland,Wheat,Exports,Tonnes,2024,112.7395
Switzerland,Wheat,Production,Tonnes,2024,494.2081
Switzerland,Cottonseed,Area harvested,Hectares,2024,0
Switzerland,Roots and tubers,Exports,Tonnes,2024,1.1542
Switzerland,Roots and tubers,Area harvested,Hectares,2024,11.4225
Switzerland,Cottonseed,Production,Tonnes,2024,0
Switzerland,Cottonseed,Exports,Tonnes,2025,0.354
Switzerland,Wheat,Production,Tonnes,2025,493.6006
Switzerland,Cottonseed,Area harvested,Hectares,2025,0
Switzerland,Roots and tubers,Area harvested,Hectares,2025,11.4163
Switzerland,Cottonseed,Production,Tonnes,2025,0
Switzerland,Roots and tubers,Production,Tonnes,2025,90.963
Switzerland,Wheat,Area harvested,Hectares,2025,80.6648
Switzerland,Wheat,Exports,Tonnes,2025,112.599
Switzerland,Roots and tubers,Exports,Tonnes,2025,1.158
Switzerland,Roots and tubers,Production,Tonnes,2026,91.2358
Switzerland,Cottonseed,Exports,Tonnes,2026,0.354
Switzerland,Wheat,Area harvested,Hectares,2026,80.3692
Switzerland,Wheat,Exports,Tonnes,2026,113.0016
Switzerland,Wheat,Production,Tonnes,2026,493.5505
Switzerland,Cottonseed,Area harvested,Hectares,2026,0
Switzerland,Roots and tubers,Exports,Tonnes,2026,1.1498
Switzerland,Roots and tubers,Area harvested,Hectares,2026,11.4173
Switzerland,Cottonseed,Production,Tonnes,2026,0
Switzerland,Roots and tubers,Production,Tonnes,2027,91.5095
Switzerland,Cottonseed,Exports,Tonnes,2027,0.354
Switzerland,Wheat,Area harvested,Hectares,2027,80.0882
Switzerland,Wheat,Exports,Tonnes,2027,113.11
Switzerland,Wheat,Production,Tonnes,2027,493.7492
Switzerland,Roots and tubers,Exports,Tonnes,2027,1.152
Switzerland,Roots and tubers,Area harvested,Hectares,2027,11.4139
Switzerland,Cottonseed,Area harvested,Hectares,2027,0
Switzerland,Cottonseed,Production,Tonnes,2027,0
Switzerland,Roots and tubers,Production,Tonnes,2028,91.7841
Switzerland,Cottonseed,Exports,Tonnes,2028,0.354
Switzerland,Wheat,Area harvested,Hectares,2028,79.8232
Switzerland,Wheat,Exports,Tonnes,2028,113.2977
Switzerland,Wheat,Production,Tonnes,2028,493.9239
Switzerland,Cottonseed,Area harvested,Hectares,2028,0
Switzerland,Roots and tubers,Exports,Tonnes,2028,1.1483
Switzerland,Roots and tubers,Area harvested,Hectares,2028,11.4101
Switzerland,Cottonseed,Production,Tonnes,2028,0
Switzerland,Roots and tubers,Production,Tonnes,2029,92.0594
Switzerland,Cottonseed,Exports,Tonnes,2029,0.354
Switzerland,Wheat,Area harvested,Hectares,2029,79.5558
Switzerland,Wheat,Exports,Tonnes,2029,113.0252
Switzerland,Cottonseed,Area harvested,Hectares,2029,0
Switzerland,Roots and tubers,Exports,Tonnes,2029,1.1535
Switzerland,Cottonseed,Production,Tonnes,2029,0
Switzerland,Wheat,Production,Tonnes,2029,494.0926
Switzerland,Roots and tubers,Area harvested,Hectares,2029,11.4018
Switzerland,Roots and tubers,Production,Tonnes,2030,92.3356
Switzerland,Cottonseed,Exports,Tonnes,2030,0.354
Switzerland,Wheat,Area harvested,Hectares,2030,79.2635
Switzerland,Wheat,Exports,Tonnes,2030,112.6995
Switzerland,Wheat,Production,Tonnes,2030,493.9378
Switzerland,Cottonseed,Area harvested,Hectares,2030,0
Switzerland,Roots and tubers,Exports,Tonnes,2030,1.1519
